NAME,run,receptor,hour_along,traj_dt,lat,lon,height,traj_dt_i,lat_i,lon_i,height_i,pressure,theta,air_temp,rainfall,mixdepth,rh,sp_humidity,h2o_mixrate,terr_msl,sun_flux,step,par_name,par_value
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,lat,-38.836745828938
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,lon,146.228722703372
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,height,1000
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,days_AEDT,1980-11-23
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,daily_hours_AEDT,6
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,duration,12
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,max_n_steps,3
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,temp_thresh,12
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
Victoria,1,1,NA,1980-11-22T19:00:00Z,-38.837,146.229,1000,1980-11-22T19:00:00Z,-38.836745828938,146.228722703372,1000,886.7,288.8,279,0,493.9,52.4,3.4,3.4,189.6,9.5,1,NA,NA
